Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Product_Category,Product_Name,Sales,Quantity,Profit,Year,Month,Month_Name
ORD104693,2023-08-09,CUST7035,Consumer,Central,Office Supplies,Phone,5505.25,3,-495.15,2023,8,August
ORD104694,2022-07-28,CUST8071,Corporate,South,Technology,Phone,9488.45,1,1675.06,2022,7,July
ORD104695,2022-10-06,CUST5194,Corporate,West,Furniture,Phone,678.57,4,3110.32,2022,10,October
ORD104696,2023-04-23,CUST4951,Consumer,East,Furniture,Chair,5897.28,10,-737.39,2023,4,April
ORD104697,2024-02-20,CUST1147,Corporate,West,Technology,Chair,11226.35,12,4083.57,2024,2,February
ORD104698,2022-09-11,CUST3170,Consumer,South,Technology,Phone,6344.47,8,1593.58,2022,9,September
ORD104699,2021-04-06,CUST9303,Home Office,West,Furniture,Chair,8973.99,6,649.7,2021,4,April
ORD104700,2024-12-08,CUST6118,Consumer,Central,Technology,Pen,1552.82,9,-937.78,2024,12,December
ORD104701,2024-06-12,CUST8155,Consumer,East,Office Supplies,Chair,14085.92,6,1919.96,2024,6,June
ORD104702,2023-06-17,CUST8297,Consumer,West,Furniture,Chair,2127.98,14,3518.05,2023,6,June
ORD104703,2023-12-22,CUST5163,Consumer,East,Office Supplies,Printer,9754.0,7,191.31,2023,12,December
ORD104704,2024-07-03,CUST9026,Corporate,East,Technology,Tablet,2539.23,5,1475.15,2024,7,July
ORD104705,2022-07-15,CUST9067,Home Office,East,Technology,Tablet,14764.27,4,-762.09,2022,7,July
ORD104706,2023-06-24,CUST3939,Corporate,West,Office Supplies,Desk,9510.49,1,-180.99,2023,6,June
ORD104707,2021-12-14,CUST6727,Consumer,Central,Furniture,Desk,7831.23,14,2838.94,2021,12,December
ORD104708,2022-11-02,CUST9064,Consumer,West,Technology,Desk,12689.69,4,4765.05,2022,11,November
ORD104709,2024-02-22,CUST4616,Consumer,West,Office Supplies,Pen,2603.96,14,2287.24,2024,2,February
ORD104710,2021-11-13,CUST6405,Consumer,South,Office Supplies,Laptop,6396.63,2,2420.27,2021,11,November
ORD104711,2022-12-20,CUST8285,Consumer,East,Furniture,Monitor,14660.79,11,4165.9,2022,12,December
ORD104712,2023-12-08,CUST9351,Corporate,East,Office Supplies,Tablet,7626.7,7,-728.4,2023,12,December
ORD104713,2024-12-03,CUST6880,Consumer,West,Furniture,Tablet,9453.66,11,3696.11,2024,12,December
ORD104714,2024-03-05,CUST2013,Corporate,South,Furniture,Laptop,1068.42,3,4010.02,2024,3,March
ORD104715,2024-05-09,CUST9743,Corporate,East,Office Supplies,Monitor,1125.87,7,2855.39,2024,5,May
ORD104716,2021-09-07,CUST8391,Consumer,East,Technology,Printer,971.45,1,-1752.82,2021,9,September
ORD104717,2021-11-10,CUST2175,Home Office,East,Furniture,Laptop,7382.23,3,4481.56,2021,11,November
ORD104718,2024-10-23,CUST6247,Consumer,West,Furniture,Laptop,10795.89,1,2150.85,2024,10,October
ORD104719,2024-12-23,CUST8518,Consumer,Central,Furniture,Desk,4904.27,10,-448.01,2024,12,December
ORD104720,2023-03-18,CUST7290,Home Office,South,Technology,Desk,8649.64,1,1407.35,2023,3,March
ORD104721,2024-08-30,CUST2308,Consumer,South,Furniture,Pen,8676.87,11,1977.57,2024,8,August
ORD104722,2024-10-10,CUST5827,Consumer,West,Office Supplies,Laptop,2417.86,14,-1439.74,2024,10,October
ORD104723,2022-04-30,CUST6264,Consumer,Central,Office Supplies,Pen,11275.93,11,2150.78,2022,4,April
ORD104724,2024-05-19,CUST2777,Consumer,Central,Furniture,Tablet,8217.14,6,2340.93,2024,5,May
ORD104725,2021-02-13,CUST1059,Corporate,East,Office Supplies,Phone,1844.68,3,3568.76,2021,2,February
ORD104726,2022-07-25,CUST7986,Home Office,West,Furniture,Chair,14217.41,4,4456.89,2022,7,July
ORD104727,2022-08-06,CUST8860,Corporate,West,Office Supplies,Monitor,3735.63,3,1234.96,2022,8,August
ORD104728,2024-01-21,CUST9527,Corporate,East,Technology,Tablet,6224.84,11,-43.34,2024,1,January
ORD104729,2024-07-12,CUST2592,Corporate,East,Office Supplies,Phone,14170.21,1,2755.97,2024,7,July
ORD104730,2023-06-14,CUST5380,Home Office,East,Furniture,Printer,5020.57,13,-956.08,2023,6,June
ORD104731,2021-08-08,CUST7097,Corporate,South,Furniture,Printer,2816.89,4,-1309.0,2021,8,August
ORD104732,2023-07-14,CUST7458,Home Office,West,Office Supplies,Chair,14738.25,13,3478.54,2023,7,July
ORD104733,2022-02-05,CUST6717,Consumer,West,Technology,Printer,14935.32,1,4034.76,2022,2,February
ORD104734,2024-11-24,CUST5166,Consumer,West,Technology,Laptop,10332.91,11,3696.7,2024,11,November
ORD104735,2022-12-28,CUST7488,Consumer,East,Furniture,Monitor,13417.31,8,4224.54,2022,12,December
ORD104736,2023-09-18,CUST9157,Home Office,West,Technology,Phone,14981.98,11,-60.96,2023,9,September
ORD104737,2023-06-18,CUST6419,Consumer,East,Furniture,Pen,2237.9,5,2395.14,2023,6,June
ORD104738,2023-05-08,CUST9334,Corporate,South,Technology,Monitor,12635.3,11,2282.06,2023,5,May
ORD104739,2023-03-15,CUST2046,Corporate,South,Furniture,Laptop,742.61,14,-1689.49,2023,3,March
ORD104740,2022-05-05,CUST8636,Home Office,West,Technology,Printer,9680.68,3,-1821.22,2022,5,May
ORD104741,2023-07-27,CUST5187,Corporate,South,Technology,Tablet,9380.52,4,4130.43,2023,7,July
ORD104742,2023-04-24,CUST4340,Corporate,West,Technology,Phone,7331.37,3,-1876.11,2023,4,April
ORD104743,2024-07-16,CUST7177,Home Office,West,Office Supplies,Laptop,8655.02,3,3109.74,2024,7,July
ORD104744,2021-09-24,CUST5773,Home Office,West,Technology,Tablet,4202.75,13,1006.43,2021,9,September
ORD104745,2021-02-23,CUST4435,Consumer,South,Furniture,Printer,159.54,1,-1723.93,2021,2,February
ORD104746,2022-06-12,CUST8300,Home Office,South,Furniture,Pen,2863.39,3,3956.34,2022,6,June
ORD104747,2022-09-08,CUST7902,Consumer,Central,Technology,Printer,14014.12,4,727.62,2022,9,September
ORD104748,2023-12-19,CUST6799,Corporate,South,Furniture,Chair,4109.45,9,3147.78,2023,12,December
ORD104749,2023-11-30,CUST1965,Consumer,Central,Furniture,Printer,10706.83,14,1506.63,2023,11,November
ORD104750,2024-06-14,CUST8444,Consumer,South,Office Supplies,Monitor,6853.85,4,4085.23,2024,6,June
ORD104751,2023-08-13,CUST7678,Home Office,Central,Technology,Tablet,14718.67,8,1515.41,2023,8,August
ORD104752,2022-01-21,CUST1500,Corporate,South,Technology,Tablet,14680.09,13,3285.75,2022,1,January
ORD104753,2023-01-04,CUST5554,Consumer,Central,Furniture,Tablet,7961.4,1,2200.29,2023,1,January
ORD104754,2022-12-17,CUST1049,Consumer,Central,Technology,Chair,5201.4,10,3470.26,2022,12,December
ORD104755,2022-10-12,CUST1987,Home Office,East,Furniture,Pen,6084.4,4,-1236.97,2022,10,October
ORD104756,2021-10-27,CUST7771,Consumer,East,Technology,Printer,5392.5,2,479.96,2021,10,October
ORD104757,2022-01-30,CUST2115,Consumer,Central,Technology,Pen,925.56,12,569.67,2022,1,January
ORD104758,2024-05-15,CUST4932,Corporate,West,Technology,Desk,794.15,1,-1216.77,2024,5,May
ORD104759,2024-09-21,CUST5434,Consumer,South,Office Supplies,Tablet,8440.92,4,4270.72,2024,9,September
ORD104760,2022-08-16,CUST4567,Corporate,East,Office Supplies,Desk,8650.37,5,-137.17,2022,8,August
ORD104761,2022-05-29,CUST2658,Consumer,South,Technology,Printer,1137.48,6,3446.22,2022,5,May
ORD104762,2024-04-16,CUST8944,Consumer,Central,Furniture,Monitor,5835.32,4,1404.74,2024,4,April
ORD104763,2022-01-31,CUST6800,Home Office,East,Furniture,Desk,13804.82,3,4214.83,2022,1,January
ORD104764,2022-01-06,CUST5376,Home Office,Central,Technology,Phone,6578.83,12,3108.1,2022,1,January
ORD104765,2023-05-08,CUST9017,Home Office,West,Office Supplies,Laptop,5375.37,1,3303.32,2023,5,May
ORD104766,2023-03-02,CUST3815,Corporate,West,Office Supplies,Laptop,1136.29,14,1408.56,2023,3,March
ORD104767,2022-10-20,CUST1970,Consumer,South,Furniture,Chair,12414.04,9,724.76,2022,10,October
ORD104768,2024-09-03,CUST8820,Consumer,South,Office Supplies,Tablet,8881.06,13,1279.73,2024,9,September
ORD104769,2023-01-06,CUST6512,Corporate,East,Furniture,Desk,2567.91,5,1426.46,2023,1,January
ORD104770,2024-10-24,CUST1207,Consumer,East,Technology,Tablet,6261.47,3,-1587.66,2024,10,October
ORD104771,2022-01-19,CUST1259,Consumer,Central,Furniture,Chair,10952.51,3,-1255.76,2022,1,January
ORD104772,2021-03-03,CUST6025,Consumer,South,Technology,Desk,4011.9,3,26.02,2021,3,March
ORD104773,2022-05-20,CUST5358,Consumer,Central,Technology,Laptop,7324.61,7,894.88,2022,5,May
ORD104774,2021-08-27,CUST9974,Consumer,West,Furniture,Monitor,8169.96,1,-1529.19,2021,8,August
ORD104775,2021-07-14,CUST1504,Consumer,South,Office Supplies,Monitor,10726.14,4,1360.63,2021,7,July
ORD104776,2022-11-09,CUST2759,Home Office,South,Office Supplies,Desk,8611.33,10,2065.49,2022,11,November
ORD104777,2024-05-30,CUST8514,Consumer,West,Furniture,Laptop,6872.83,7,4725.37,2024,5,May
ORD104778,2021-03-02,CUST8760,Corporate,Central,Furniture,Laptop,2635.0,3,-1268.99,2021,3,March
ORD104779,2024-02-27,CUST4794,Consumer,East,Furniture,Pen,4685.49,8,3667.94,2024,2,February
ORD104780,2023-09-17,CUST4590,Home Office,South,Furniture,Tablet,5826.6,13,3120.15,2023,9,September
ORD104781,2022-11-16,CUST7970,Corporate,West,Technology,Laptop,13714.96,8,3219.55,2022,11,November
ORD104782,2021-06-05,CUST9980,Consumer,Central,Technology,Laptop,9884.92,13,3917.56,2021,6,June
ORD104783,2024-11-02,CUST7285,Consumer,Central,Furniture,Tablet,8139.68,11,4758.35,2024,11,November
ORD104784,2023-07-12,CUST4329,Corporate,East,Furniture,Chair,7675.44,7,2484.54,2023,7,July
ORD104785,2023-05-18,CUST5012,Consumer,West,Office Supplies,Tablet,9851.85,14,4190.11,2023,5,May
ORD104786,2023-06-22,CUST3092,Consumer,Central,Furniture,Desk,3480.46,9,-1121.7,2023,6,June
ORD104787,2023-09-26,CUST3967,Consumer,South,Furniture,Printer,6451.05,7,-333.99,2023,9,September
ORD104788,2024-12-31,CUST2675,Consumer,South,Furniture,Phone,8487.93,13,642.49,2024,12,December
ORD104789,2023-09-02,CUST5396,Consumer,Central,Technology,Printer,5547.37,7,-1459.0,2023,9,September
ORD104790,2024-05-15,CUST1287,Consumer,East,Technology,Monitor,829.11,10,-456.77,2024,5,May
ORD104791,2022-01-23,CUST1785,Consumer,South,Technology,Laptop,6457.11,4,4858.34,2022,1,January
ORD104792,2023-06-06,CUST3316,Home Office,West,Technology,Desk,2128.49,14,3189.41,2023,6,June
ORD104793,2023-04-18,CUST3838,Home Office,East,Technology,Tablet,11770.78,5,3033.63,2023,4,April
ORD104794,2024-09-25,CUST8229,Consumer,East,Technology,Monitor,7606.98,2,1743.32,2024,9,September
ORD104795,2021-12-06,CUST9137,Consumer,South,Furniture,Tablet,14498.15,7,-419.21,2021,12,December
ORD104796,2021-07-23,CUST9118,Home Office,South,Office Supplies,Pen,5527.19,4,-1145.34,2021,7,July
ORD104797,2021-06-10,CUST2265,Corporate,East,Technology,Monitor,4017.33,9,1667.73,2021,6,June
ORD104798,2022-01-27,CUST3983,Home Office,East,Office Supplies,Monitor,14963.96,2,2614.22,2022,1,January
ORD104799,2023-02-08,CUST6901,Consumer,South,Furniture,Monitor,4882.09,8,1939.55,2023,2,February
ORD104800,2022-07-29,CUST8931,Consumer,East,Office Supplies,Printer,6022.79,14,1223.13,2022,7,July
ORD104801,2022-06-18,CUST9143,Home Office,West,Office Supplies,Chair,195.98,7,-1825.86,2022,6,June
ORD104802,2023-12-30,CUST9030,Consumer,Central,Office Supplies,Chair,3213.37,11,2186.88,2023,12,December
ORD104803,2023-06-12,CUST9262,Corporate,East,Office Supplies,Monitor,11645.87,14,1645.9,2023,6,June
ORD104804,2022-02-09,CUST1611,Corporate,West,Technology,Chair,10598.42,4,-18.84,2022,2,February
ORD104805,2022-08-31,CUST8228,Home Office,South,Technology,Monitor,6044.56,9,3573.98,2022,8,August
ORD104806,2023-04-08,CUST4523,Home Office,Central,Furniture,Monitor,13779.73,7,2847.46,2023,4,April
ORD104807,2024-02-18,CUST6512,Consumer,West,Technology,Pen,8172.24,5,4806.54,2024,2,February
ORD104808,2022-11-21,CUST4702,Consumer,South,Furniture,Monitor,9453.38,1,1507.75,2022,11,November
ORD104809,2023-06-21,CUST6424,Consumer,South,Technology,Pen,12062.62,10,-1524.72,2023,6,June
ORD104810,2024-05-25,CUST9382,Home Office,East,Office Supplies,Pen,10566.09,11,4499.53,2024,5,May
ORD104811,2021-02-25,CUST2628,Consumer,Central,Technology,Monitor,2282.17,3,1206.77,2021,2,February
ORD104812,2022-01-01,CUST8907,Consumer,West,Office Supplies,Desk,7198.2,13,4958.9,2022,1,January
ORD104813,2022-03-31,CUST4372,Home Office,West,Furniture,Desk,9072.43,8,1520.25,2022,3,March
ORD104814,2021-04-14,CUST9208,Corporate,West,Technology,Tablet,811.34,6,933.23,2021,4,April
ORD104815,2021-03-18,CUST4139,Home Office,West,Office Supplies,Tablet,3720.3,10,-1466.84,2021,3,March
ORD104816,2021-08-18,CUST3259,Corporate,West,Furniture,Monitor,11761.34,12,-1130.92,2021,8,August
ORD104817,2024-07-05,CUST3250,Consumer,East,Office Supplies,Phone,14328.94,7,-1209.02,2024,7,July
ORD104818,2024-07-11,CUST7121,Consumer,East,Technology,Desk,14706.15,2,2481.11,2024,7,July
ORD104819,2021-11-27,CUST9181,Consumer,Central,Technology,Tablet,10785.39,5,1721.35,2021,11,November
ORD104820,2024-04-20,CUST1283,Consumer,South,Office Supplies,Phone,10550.15,5,4901.66,2024,4,April
ORD104821,2023-06-12,CUST6725,Corporate,Central,Technology,Pen,10608.04,14,1039.51,2023,6,June
ORD104822,2022-11-19,CUST8918,Consumer,East,Technology,Printer,4479.35,3,-886.72,2022,11,November
ORD104823,2021-01-27,CUST6237,Consumer,West,Office Supplies,Phone,6194.5,6,-19.65,2021,1,January
ORD104824,2024-07-23,CUST9794,Corporate,West,Furniture,Tablet,2730.96,4,3609.27,2024,7,July
ORD104825,2021-10-26,CUST5075,Home Office,South,Furniture,Printer,7079.27,2,3767.39,2021,10,October
ORD104826,2023-08-15,CUST7162,Home Office,South,Technology,Phone,657.25,1,-1174.67,2023,8,August
ORD104827,2023-03-10,CUST8636,Corporate,West,Office Supplies,Printer,12442.18,3,4897.51,2023,3,March
ORD104828,2024-01-20,CUST6737,Consumer,East,Furniture,Tablet,14214.51,7,466.84,2024,1,January
ORD104829,2022-04-25,CUST9992,Home Office,South,Furniture,Phone,2115.3,1,507.31,2022,4,April
ORD104830,2022-07-27,CUST9951,Corporate,South,Technology,Monitor,7298.36,9,-5.73,2022,7,July
ORD104831,2022-04-03,CUST9002,Home Office,South,Office Supplies,Desk,6620.9,6,3373.08,2022,4,April
ORD104832,2021-12-31,CUST8072,Corporate,East,Furniture,Desk,11199.33,9,4564.91,2021,12,December
ORD104833,2023-05-09,CUST2493,Consumer,Central,Office Supplies,Printer,7740.26,2,2992.8,2023,5,May
ORD104834,2021-12-17,CUST1372,Home Office,East,Technology,Tablet,6729.82,8,-1340.68,2021,12,December
ORD104835,2024-11-24,CUST6587,Corporate,East,Technology,Pen,2138.79,8,3409.83,2024,11,November
ORD104836,2021-09-10,CUST8071,Consumer,East,Technology,Phone,4324.06,1,3447.71,2021,9,September
ORD104837,2023-02-20,CUST3891,Consumer,South,Furniture,Tablet,8837.14,7,2549.63,2023,2,February
ORD104838,2023-03-14,CUST7586,Consumer,East,Technology,Printer,658.78,9,-658.89,2023,3,March
ORD104839,2023-10-09,CUST8623,Corporate,Central,Office Supplies,Phone,5038.17,9,1498.69,2023,10,October
ORD104840,2022-04-04,CUST4319,Corporate,South,Office Supplies,Printer,2191.58,5,-1769.91,2022,4,April
ORD104841,2023-07-06,CUST4967,Consumer,East,Technology,Laptop,1187.55,9,-213.32,2023,7,July
ORD104842,2022-05-14,CUST1822,Home Office,South,Technology,Desk,6422.34,11,2702.61,2022,5,May
ORD104843,2023-08-08,CUST1221,Corporate,Central,Furniture,Monitor,4617.4,9,538.79,2023,8,August
ORD104844,2022-05-23,CUST7880,Consumer,West,Furniture,Laptop,8599.69,4,-876.97,2022,5,May
ORD104845,2024-08-20,CUST4888,Consumer,West,Furniture,Laptop,3114.14,10,-1249.34,2024,8,August
ORD104846,2022-05-16,CUST6300,Home Office,East,Furniture,Chair,879.18,1,3350.43,2022,5,May
ORD104847,2023-03-14,CUST4270,Consumer,West,Technology,Laptop,574.97,6,-23.03,2023,3,March
ORD104848,2022-08-21,CUST5693,Home Office,West,Technology,Pen,6505.06,5,4744.25,2022,8,August
ORD104849,2021-06-15,CUST8566,Consumer,Central,Office Supplies,Printer,167.08,3,3171.89,2021,6,June
ORD104850,2024-12-09,CUST4993,Consumer,West,Furniture,Chair,887.22,3,472.24,2024,12,December
ORD104851,2022-04-07,CUST3598,Corporate,Central,Furniture,Monitor,5184.01,13,401.02,2022,4,April
ORD104852,2023-07-09,CUST2666,Corporate,Central,Furniture,Tablet,14112.22,5,-1011.02,2023,7,July
ORD104853,2021-04-24,CUST5757,Consumer,Central,Office Supplies,Pen,10744.76,6,3011.55,2021,4,April
ORD104854,2024-12-27,CUST2554,Home Office,Central,Office Supplies,Tablet,11106.49,6,1459.96,2024,12,December
ORD104855,2023-09-19,CUST7115,Consumer,Central,Furniture,Chair,2601.33,7,3761.47,2023,9,September
ORD104856,2024-10-11,CUST6437,Home Office,Central,Technology,Monitor,8577.03,1,-68.59,2024,10,October
ORD104857,2021-07-26,CUST7241,Corporate,West,Technology,Monitor,3503.27,8,378.21,2021,7,July
ORD104858,2024-06-12,CUST1087,Consumer,West,Office Supplies,Chair,7798.56,2,1350.51,2024,6,June
ORD104859,2024-10-10,CUST8115,Corporate,South,Furniture,Chair,12209.41,1,2946.1,2024,10,October
ORD104860,2022-05-30,CUST3703,Home Office,Central,Office Supplies,Phone,6503.13,13,4027.42,2022,5,May
ORD104861,2024-05-16,CUST3418,Corporate,West,Technology,Laptop,3468.73,2,4678.84,2024,5,May
ORD104862,2022-12-10,CUST5147,Corporate,Central,Technology,Monitor,4655.2,9,-1662.11,2022,12,December
ORD104863,2024-02-23,CUST2747,Consumer,East,Technology,Tablet,7371.82,3,3918.3,2024,2,February
ORD104864,2021-05-18,CUST9232,Corporate,Central,Technology,Pen,12159.8,12,-1118.99,2021,5,May
ORD104865,2021-12-05,CUST1038,Home Office,South,Technology,Chair,9524.91,7,4876.92,2021,12,December
ORD104866,2022-06-21,CUST8043,Corporate,West,Technology,Monitor,14335.05,6,-1690.92,2022,6,June
ORD104867,2021-03-09,CUST3151,Corporate,East,Furniture,Chair,14651.06,6,184.72,2021,3,March
ORD104868,2022-01-18,CUST4937,Consumer,West,Office Supplies,Printer,4730.65,8,4993.41,2022,1,January
ORD104869,2021-01-19,CUST7886,Home Office,West,Technology,Monitor,9919.66,3,-262.33,2021,1,January
ORD104870,2022-11-14,CUST1208,Consumer,West,Technology,Phone,10639.73,4,3988.42,2022,11,November
ORD104871,2021-03-15,CUST1599,Corporate,East,Furniture,Phone,8421.39,11,3840.03,2021,3,March
ORD104872,2022-07-27,CUST9796,Consumer,West,Technology,Phone,12063.72,11,-148.33,2022,7,July
ORD104873,2023-07-28,CUST4709,Consumer,South,Technology,Monitor,4177.3,5,1529.76,2023,7,July
ORD104874,2024-07-23,CUST8726,Corporate,South,Furniture,Laptop,11437.88,5,-1462.12,2024,7,July
ORD104875,2023-12-08,CUST1213,Corporate,West,Office Supplies,Desk,3805.34,6,-1047.23,2023,12,December
ORD104876,2021-07-30,CUST6723,Home Office,South,Furniture,Tablet,8167.39,13,515.25,2021,7,July
ORD104877,2023-05-05,CUST7552,Consumer,South,Technology,Pen,1740.63,12,4341.41,2023,5,May
ORD104878,2022-10-13,CUST7238,Consumer,West,Office Supplies,Printer,10298.08,10,2633.78,2022,10,October
ORD104879,2023-09-21,CUST9460,Home Office,South,Office Supplies,Desk,12857.63,10,2230.62,2023,9,September
ORD104880,2022-11-26,CUST3408,Consumer,East,Office Supplies,Tablet,11128.72,5,4663.89,2022,11,November
ORD104881,2022-06-24,CUST8972,Corporate,South,Office Supplies,Desk,14305.76,1,3450.98,2022,6,June
ORD104882,2024-04-29,CUST5778,Home Office,South,Office Supplies,Phone,14832.39,12,4960.77,2024,4,April
ORD104883,2024-08-31,CUST1822,Home Office,East,Technology,Pen,6939.97,4,1218.41,2024,8,August
ORD104884,2023-06-20,CUST7100,Consumer,West,Furniture,Tablet,2364.38,5,-647.49,2023,6,June
ORD104885,2023-02-19,CUST3595,Corporate,Central,Technology,Pen,10702.44,13,973.62,2023,2,February
ORD104886,2024-02-11,CUST9117,Corporate,East,Technology,Phone,6337.55,5,973.33,2024,2,February
ORD104887,2021-06-19,CUST4953,Consumer,Central,Furniture,Monitor,5788.12,3,3435.87,2021,6,June
ORD104888,2023-11-04,CUST4831,Consumer,West,Furniture,Tablet,2765.74,12,-134.69,2023,11,November
ORD104889,2021-10-15,CUST5583,Home Office,West,Furniture,Desk,656.01,7,1703.48,2021,10,October
ORD104890,2021-07-08,CUST7235,Consumer,West,Office Supplies,Laptop,11470.68,5,843.74,2021,7,July
ORD104891,2023-07-03,CUST9842,Corporate,West,Furniture,Phone,7253.35,6,1178.95,2023,7,July
ORD104892,2024-03-24,CUST8983,Corporate,West,Furniture,Pen,5987.75,11,-1300.62,2024,3,March
ORD104893,2022-11-25,CUST7500,Consumer,East,Office Supplies,Monitor,5534.41,9,1950.28,2022,11,November
ORD104894,2023-06-07,CUST6851,Consumer,South,Technology,Chair,7589.31,8,2437.11,2023,6,June
ORD104895,2022-04-16,CUST2634,Corporate,Central,Furniture,Laptop,11145.06,5,-1657.93,2022,4,April
ORD104896,2024-01-04,CUST5814,Consumer,West,Office Supplies,Pen,6541.51,12,-1090.0,2024,1,January
ORD104897,2021-10-04,CUST2167,Corporate,East,Office Supplies,Monitor,1475.46,4,-1506.52,2021,10,October
ORD104898,2023-07-29,CUST5076,Consumer,Central,Office Supplies,Chair,3915.78,1,-578.56,2023,7,July
ORD104899,2024-09-28,CUST9390,Consumer,Central,Furniture,Phone,2042.27,5,-1507.33,2024,9,September
ORD104900,2024-12-19,CUST7958,Consumer,West,Office Supplies,Pen,2891.53,4,893.18,2024,12,December
ORD104901,2022-07-25,CUST6442,Consumer,West,Technology,Pen,13124.97,10,-192.75,2022,7,July
ORD104902,2023-05-07,CUST7360,Consumer,South,Office Supplies,Phone,2621.82,4,3174.36,2023,5,May
ORD104903,2023-09-28,CUST7699,Corporate,Central,Technology,Laptop,10904.41,8,4503.68,2023,9,September
ORD104904,2024-04-20,CUST4505,Consumer,West,Technology,Phone,4566.35,11,1694.04,2024,4,April
ORD104905,2022-04-03,CUST1802,Consumer,Central,Office Supplies,Chair,13524.9,2,505.77,2022,4,April
ORD104906,2023-07-07,CUST8627,Consumer,East,Office Supplies,Tablet,9351.08,8,1910.52,2023,7,July
ORD104907,2023-04-13,CUST9892,Corporate,East,Technology,Tablet,10137.97,10,-978.62,2023,4,April
ORD104908,2023-12-24,CUST1502,Corporate,South,Technology,Monitor,7903.09,9,3638.99,2023,12,December
ORD104909,2023-04-19,CUST6825,Consumer,South,Technology,Monitor,13910.13,1,1818.54,2023,4,April
ORD104910,2024-07-07,CUST8939,Corporate,Central,Office Supplies,Desk,2408.98,10,-1819.47,2024,7,July
ORD104911,2021-07-12,CUST7032,Corporate,South,Office Supplies,Printer,4330.95,3,1482.02,2021,7,July
ORD104912,2022-09-08,CUST8406,Consumer,South,Office Supplies,Phone,13573.04,13,2358.92,2022,9,September
ORD104913,2022-02-10,CUST5719,Home Office,South,Office Supplies,Desk,14835.45,10,-965.43,2022,2,February
ORD104914,2023-08-01,CUST8748,Consumer,South,Furniture,Chair,11566.2,1,687.37,2023,8,August
ORD104915,2022-12-22,CUST3870,Consumer,South,Furniture,Phone,3227.18,13,-66.35,2022,12,December
ORD104916,2021-04-03,CUST5758,Corporate,South,Office Supplies,Phone,13629.33,2,1403.67,2021,4,April
ORD104917,2022-03-06,CUST6968,Consumer,West,Technology,Monitor,2558.74,14,1308.42,2022,3,March
ORD104918,2022-10-16,CUST2098,Consumer,Central,Technology,Monitor,13130.08,5,4158.39,2022,10,October
ORD104919,2024-12-28,CUST4169,Home Office,West,Office Supplies,Tablet,5776.79,12,4192.78,2024,12,December
ORD104920,2024-11-28,CUST1382,Corporate,South,Technology,Printer,767.36,9,-91.85,2024,11,November
ORD104921,2022-03-10,CUST8790,Consumer,South,Technology,Tablet,9196.43,11,3200.93,2022,3,March
ORD104922,2024-02-10,CUST4940,Home Office,East,Office Supplies,Laptop,5572.29,4,-1067.21,2024,2,February
ORD104923,2022-01-10,CUST8452,Consumer,West,Office Supplies,Printer,337.58,6,582.39,2022,1,January
ORD104924,2023-12-19,CUST7452,Consumer,East,Furniture,Tablet,2303.67,14,584.9,2023,12,December
ORD104925,2023-12-03,CUST5271,Consumer,East,Technology,Tablet,6866.25,5,3919.38,2023,12,December
ORD104926,2021-07-26,CUST5323,Corporate,West,Technology,Laptop,9801.57,7,-1486.9,2021,7,July
ORD104927,2023-02-19,CUST3038,Consumer,Central,Furniture,Laptop,540.97,8,1611.24,2023,2,February
ORD104928,2024-08-12,CUST6461,Corporate,West,Office Supplies,Monitor,7835.64,8,1038.78,2024,8,August
ORD104929,2024-02-16,CUST9063,Consumer,West,Office Supplies,Phone,753.71,4,2173.82,2024,2,February
ORD104930,2022-06-16,CUST2985,Corporate,East,Furniture,Desk,13540.85,14,4089.74,2022,6,June
ORD104931,2024-05-30,CUST2262,Consumer,West,Technology,Printer,10619.81,10,-1501.41,2024,5,May
ORD104932,2021-06-15,CUST6731,Consumer,West,Technology,Laptop,1304.74,14,4864.01,2021,6,June
ORD104933,2022-10-05,CUST6116,Home Office,West,Technology,Printer,7639.35,2,2621.31,2022,10,October
ORD104934,2024-03-25,CUST1349,Consumer,Central,Furniture,Tablet,11039.87,2,3346.94,2024,3,March
ORD104935,2024-04-22,CUST1440,Corporate,West,Technology,Chair,4355.06,7,785.51,2024,4,April
ORD104936,2021-03-31,CUST3808,Consumer,Central,Furniture,Phone,2857.41,7,4596.4,2021,3,March
ORD104937,2024-01-23,CUST3562,Corporate,South,Office Supplies,Desk,10151.73,12,323.53,2024,1,January
ORD104938,2021-01-13,CUST4152,Consumer,Central,Office Supplies,Chair,11694.38,1,3415.57,2021,1,January
ORD104939,2023-08-31,CUST9479,Corporate,West,Office Supplies,Tablet,6042.01,3,3751.73,2023,8,August
ORD104940,2023-03-16,CUST3333,Corporate,East,Office Supplies,Printer,3642.43,5,2789.65,2023,3,March
ORD104941,2023-08-03,CUST1073,Consumer,South,Furniture,Monitor,14131.9,1,3311.8,2023,8,August
ORD104942,2023-01-12,CUST8544,Consumer,South,Technology,Pen,8067.14,13,-981.4,2023,1,January
ORD104943,2023-05-26,CUST7949,Corporate,East,Office Supplies,Printer,7378.87,7,-1207.07,2023,5,May
ORD104944,2024-03-19,CUST3205,Consumer,East,Furniture,Laptop,10974.43,14,1917.33,2024,3,March
ORD104945,2022-10-22,CUST9621,Home Office,East,Technology,Desk,13446.74,12,384.94,2022,10,October
ORD104946,2023-10-29,CUST2471,Consumer,East,Office Supplies,Pen,4620.7,1,4020.07,2023,10,October
